Country,object
USA,Skystar Bio Pharmaceutical Company -SKBI
USA,"Rejuvel Bio-Sciences, Inc. -NUUU"
India,State Bank of India -SBIN.NS
USA,"Plandaí Biotechnology, Inc. -PLPL"
USA,Oxford Bank Corporation -OXBC
USA,"Meetinghouse Bancorp, Inc. -MTGB"
USA,MFC Bancorp Ltd. -MFCB
USA,"Mendocino Brewing Company, Inc. -MENB"
USA,"First Reliance Bancshares, Inc. -FSRL"
USA,"FNBH Bancorp, Inc. -FNHM"
Germany,Deutsche Bank Aktiengesellschaft -DBK.DE
USA,"Community Bank of Bergen County, NJ -CMTB"
USA,"BV Financial, Inc. -BVFL"
USA,"BioSolar, Inc. -BSRC"
Mexico,"Grupo Bimbo, S.A.B. de C.V. -BIMBOA.MX"
USA,"Cross Border Resources, Inc. -XBOR"
USA,Petróleo Brasileiro S.A. - Petrobras -PBR-A
USA,"Northeast Indiana Bancorp, Inc. -NIDB"
USA,"M&F Bancorp, Inc. -MFBP"
USA,F&M Bank Corp. -FMBM
USA,"CSB Bancorp, Inc. -CSBB"
USA,"Carroll Bancorp, Inc. -CROL"
USA,Cecil Bancorp Inc. -CECB
USA,"Blacksands Petroleum, Inc. -BSPE"
USA,"Blue River Bancshares, Inc. -BRBI"
USA,Bank of McKenney -BOMK
USA,"Benchmark Bankshares, Inc. -BMBN"
USA,BEO Bancorp -BEOB
USA,"BAB, Inc. -BABB"
USA,"Touchmark Bancshares, Inc. -TMAK"
USA,"Sturgis Bancorp, Inc. -STBI"
USA,"Southern Michigan Bancorp, Inc. -SOMC"
USA,Santa Cruz County Bank -SCZC
USA,"Protea Biosciences Group, Inc -PRGB"
USA,Presidio Bank -PDOB
USA,Oregon Pacific Bancorp -ORPB
USA,New Resource Bank -NWBN
USA,Mechanics Bank -MCHB
USA,"KS Bancorp, Inc. -KSBI"
USA,"Independence Bancshares, Inc. -IEBS"
USA,Friendly Hills Bank -FHLB
USA,"1st Colonial Bancorp, Inc. -FCOB"
Germany,Deutsche Börse Aktiengesellschaft -DB1.DE
USA,CommerceWest Bank -CWBK
USA,Chino Commercial Bancorp -CCBC
USA,"Coastal Banking Company, Inc. -CBCO"
USA,"Burzynski Research Institute, Inc. -BZYR"
USA,"Bioshaft Water Technology, Inc. -BSHF"
USA,"Barfresh Food Group, Inc. -BRFH"
USA,Brunswick Bancorp -BRBW
India,Bharat Petroleum Corporation Limited -BPCL.NS
USA,"Bank of Napa, N.A. -BNNP"
USA,"Bimini Capital Management, Inc. -BMNM"
USA,"Blue Line Protection Group, Inc. -BLPG"
USA,"Blackcraft Cult, Inc. -BLCK"
USA,"DTS8 Coffee Company, Ltd. -BKCT"
USA,"Premier Biomedical, Inc. -BIEI"
USA,"5BARz International, Inc. -BARZ"
USA,"West End Indiana Bancshares, Inc. -WEIN"
USA,Third Century Bancorp -TDCB
USA,"Sunnyside Bancorp, Inc. -SNNY"
USA,Reliance Bancshares Inc. -RLBS
USA,"RegeneRx Biopharmaceuticals, Inc. -RGRX"
USA,"Regen BioPharma, Inc. -RGBP"
USA,Princeton National Bancorp Inc. -PNBC
USA,"Pinnacle Bancshares, Inc. -PCLB"
USA,"Pressure BioSciences, Inc. -PBIO"
USA,"Oregon Bancorp, Inc. -ORBN"
USA,Northwest Indiana Bancorp -NWIN
USA,NCAL Bancorp -NCAL
USA,"MW Bancorp, Inc. -MWBC"
India,McNally Bharat Engineering Company Limited -MBECL.NS
India,Bank of Maharashtra -MAHABANK.NS
USA,Lincoln Park Bancorp. -LPBC
USA,Kiwa Bio-Tech Products Group Corporation -KWBT
USA,"Iris BioTechnologies, Inc. -IRSB"
USA,International Baler Corporation -IBAL
USA,"Harvard Illinois Bancorp, Inc. -HARI"
USA,First Resource Bank -FRSB
USA,"Farmers and Merchants Bancshares, Inc. -FMFG"
USA,"Fidelity D & D Bancorp, Inc. -FDBC"
USA,"First Bancshares, Inc. -FBSI"
USA,"Edgewater Bancorp, Inc. -EGDW"
USA,Commonwealth Business Bank -CWBB
USA,Cornerstone Community Bancorp. -CRSB
USA,CNB Bancorp Inc. -CNBV
USA,"Croghan Bancshares, Inc. -CHBH"
USA,Community First Bancorporation -CFOK
USA,Wowjoint Holdings Limited -BWOWF
USA,"Boston Therapeutics, Inc. -BTHE"
USA,Bank of Santa Clarita -BSCA
India,Bosch Limited -BOSCHLTD.NS
USA,Brinx Resources Ltd. -BNXR
USA,Black Stallion Oil and Gas Inc -BLKG
Germany,The Bank of Nova Scotia -BKN.DE
USA,"Blackhawk Bancorp, Inc. -BHWB"
USA,"Shiner International, Inc. -BEST"
Germany,Beiersdorf Aktiengesellschaft -BEI.DE
USA,"Blue Calypso, Inc. -BCYP"
USA,"Yew Bio-Pharm Group, Inc. -YEWB"
USA,Virginia National Bankshares Corporation -VABK
USA,"Calvin B. Taylor Bankshares, Inc. -TYCB"
USA,Tidelands Royalty Trust B -TIRTZ
USA,San Lotus Holding Inc. -SLOT
USA,State Bank Corp. -SBAZ
USA,QuantRx Biomedical Corporation -QTXB
USA,Pacific West Bank -PWBO
USA,Probility Media Corporation -PBYA
USA,OP Bancorp -OPBK
USA,"Omni Bio Pharmaceutical, Inc. -OMBP"
USA,OCB Bancorp -OJCB
USA,Northern California Bancorp Inc -NRLB
USA,New Jersey Community Bank -NJCB
USA,"Mid-Southern Savings Bank, FSB -MSVB"
Australia,Merchant House International Limited -MHI.AX
USA,Millennium Bankshares Corporation -MBVA
USA,Morris Business Development Company -MBDE
USA,"Kentucky Bancshares, Inc. -KTYB"
USA,"INVO Bioscience, Inc. -IVOB"
India,IDBI Bank Limited -IDBI.NS
USA,Helix Biomedix Inc. -HXBM
USA,Heartland BancCorp -HLAN
USA,"HK Battery Technology, Inc. -HKBT"
USA,"The Green PolkaDot Box, Inc. -GPDB"
USA,First Northern Community Bancorp -FNRN
USA,Farmers & Merchants Bank of Long Beach -FMBL
USA,"Frederick County Bancorp, Inc. -FCBI"
Australia,Fletcher Building Limited -FBU.AX
USA,"Enumeral Biomedical Holdings, Inc. -ENUM"
USA,"Encompass Energy Services, Inc. -EESI"
USA,Cortland Bancorp -CLDB
USA,Ford Motor Company -F
USA,General Electric Company -GE
USA,Intrexon Corporation -XON
USA,Exxon Mobil Corporation -XOM
USA,Verizon Communications Inc. -VZ
USA,Citigroup Inc. -C
USA,The Walt Disney Company -DIS
USA,The Coca-Cola Company -KO
USA,JPMorgan Chase & Co. -JPM
USA,The Procter & Gamble Company -PG
USA,Wells Fargo & Company -WFC
USA,General Motors Company -GM
USA,McDonald's Corporation -MCD
USA,Sprint Corporation -S
USA,Caterpillar Inc. -CAT
USA,Target Corporation -TGT
USA,Chevron Corporation -CVX
USA,Chesapeake Energy Corporation -CHK
USA,"Merck & Co., Inc. -MRK"
USA,"Chipotle Mexican Grill, Inc. -CMG"
USA,United Technologies Corporation -UTX
USA,Oracle Corporation -ORCL
USA,3M Company -MMM
USA,ConocoPhillips -COP
USA,Deere & Company -DE
USA,Union Pacific Corporation -UNP
USA,"Salesforce.com, inc. -CRM"
USA,"Lowe's Companies, Inc. -LOW"
USA,CVS Health Corporation -CVS
USA,Lockheed Martin Corporation -LMT
USA,The Southern Company -SO
USA,Halliburton Company -HAL
USA,"J. C. Penney Company, Inc. -JCP"
USA,Emerson Electric Co. -EMR
USA,"Consolidated Edison, Inc. -ED"
USA,United States Steel Corporation -X
USA,The Dow Chemical Company -DOW
USA,FedEx Corporation -FDX
USA,Colgate-Palmolive Company -CL
USA,Sony Corporation -SNE
USA,Toyota Motor Corporation -TM
USA,State Street Corporation -STT
USA,The Mosaic Company -MOS
USA,"The Travelers Companies, Inc. -TRV"
USA,Kimberly-Clark Corporation -KMB
USA,General Dynamics Corporation -GD
USA,Monsanto Company -MON
USA,Exelon Corporation -EXC
USA,Duke Energy Corporation -DUK
USA,"United Continental Holdings, Inc. -UAL"
USA,Nokia Corporation -NOK
USA,Kohl's Corporation -KSS
USA,Marathon Oil Corporation -MRO
USA,Raytheon Company -RTN
USA,Valero Energy Corporation -VLO
USA,Devon Energy Corporation -DVN
USA,Occidental Petroleum Corporation -OXY
USA,Marathon Petroleum Corporation -MPC
USA,The Kroger Co. -KR
USA,Las Vegas Sands Corp. -LVS
USA,CBS Corporation -CBS
USA,Weyerhaeuser Co. -WY
USA,Whirlpool Corporation -WHR
USA,Realty Income Corporation -O
USA,International Paper Company -IP
USA,PPL Corporation -PPL
USA,Moody's Corporation -MCO
USA,GameStop Corp. -GME
USA,"CenturyLink, Inc. -CTL"
USA,"Honda Motor Co., Ltd. -HMC"
USA,The Estée Lauder Companies Inc. -EL
USA,3D Systems Corporation -DDD
USA,Capital One Financial Corporation -COF
USA,Potash Corporation of Saskatchewan Inc. -POT
USA,Corning Incorporated -GLW
USA,"CF Industries Holdings, Inc. -CF"
USA,Newmont Mining Corporation -NEM
USA,Xerox Corporation -XRX
USA,Chubb Limited -CB
USA,The Sherwin-Williams Company -SHW
USA,Regions Financial Corporation -RF
USA,Northrop Grumman Corporation -NOC
USA,Johnson Controls International plc -JCI
USA,The Clorox Company -CLX
USA,"The Williams Companies, Inc. -WMB"
USA,"Cardinal Health, Inc. -CAH"
USA,Norfolk Southern Corporation -NSC
USA,Sysco Corporation -SYY
USA,Ciena Corporation -CIEN
USA,V.F. Corporation -VFC
USA,Southern Copper Corporation -SCCO
USA,Kellogg Company -K
USA,Hormel Foods Corporation -HRL
USA,Stryker Corporation -SYK
USA,Range Resources Corporation -RRC
USA,Campbell Soup Company -CPB
USA,Dollar General Corporation -DG
USA,Seaspan Corporation -SSW
USA,Cummins Inc. -CMI
USA,Carnival Corporation -CCL
USA,"McCormick & Company, Incorporated -MKC"
USA,The New York Times Company -NYT
USA,Edwards Lifesciences Corporation -EW
USA,Cigna Corporation -CI
USA,"Conagra Brands, Inc. -CAG"
USA,Vulcan Materials Company -VMC
USA,"Coach, Inc. -COH"
USA,Cleveland-Cliffs Inc. -CLF
USA,Nucor Corporation -NUE
USA,Ralph Lauren Corporation -RL
USA,McKesson Corporation -MCK
USA,Lennar Corporation -LEN
USA,KKR & Co. L.P. -KKR
USA,Dover Corporation -DOV
USA,CONSOL Energy Inc. -CNX
USA,NCR Corporation -NCR
USA,Hecla Mining Company -HL
USA,Newfield Exploration Company -NFX
USA,Mallinckrodt Public Limited Company -MNK
USA,"Lannett Company, Inc. -LCI"
USA,CarMax Inc. -KMX
USA,Hess Corporation -HES
USA,"The TJX Companies, Inc. -TJX"
USA,Huntsman Corporation -HUN
USA,The Hershey Company -HSY
USA,Eaton Corporation plc -ETN
USA,Noble Corporation plc -NE
USA,Loews Corporation -L
USA,Danaher Corporation -DHR
USA,Chimera Investment Corporation -CIM
USA,Yingli Green Energy Holding Company Limited -YGE
USA,The Western Union Company -WU
USA,Pioneer Natural Resources Company -PXD
USA,Navistar International Corporation -NAV
USA,Eastman Chemical Company -EMN
USA,Cabela's Incorporated -CAB
USA,Tenet Healthcare Corp. -THC
USA,Parker-Hannifin Corporation -PH
USA,Taiwan Semiconductor Manufacturing Company Limited -TSM
USA,Tiffany & Co. -TIF
USA,Southwestern Energy Company -SWN
USA,"Sturm, Ruger & Company, Inc. -RGR"
USA,"The Greenbrier Companies, Inc. -GBX"
USA,Whiting Petroleum Corporation -WLL
USA,Lincoln National Corporation -LNC
USA,"Continental Resources, Inc. -CLR"
USA,The Charles Schwab Corporation -SCHW
USA,FirstEnergy Corp. -FE
USA,Entergy Corporation -ETR
USA,"CEMEX, S.A.B. de C.V. -CX"
USA,Core Laboratories N.V. -CLB
USA,Cimarex Energy Co. -XEC
USA,Murphy Oil Corporation -MUR
USA,"Marsh & McLennan Companies, Inc. -MMC"
USA,Fluor Corporation -FLR
USA,Six Flags Entertainment Corporation -SIX
USA,PVH Corp. -PVH
USA,PG&E Corporation -PCG
USA,Meredith Corporation -MDP
USA,Hyatt Hotels Corporation -H
USA,Genuine Parts Company -GPC
USA,"Cedar Fair, L.P. -FUN"
USA,DTE Energy Company -DTE
USA,Dean Foods Company -DF
USA,Canadian Pacific Railway Limited -CP
USA,Canadian National Railway Company -CNI
USA,R.R. Donnelley & Sons Company -RRD
USA,Perrigo Company plc -PRGO
USA,Monmouth Real Estate Investment Corporation -MNR
USA,"Gannett Co., Inc. -GCI"
USA,Cabot Oil & Gas Corporation -COG
USA,Capstead Mortgage Corporation -CMO
USA,Crown Castle International Corp. -CCI
USA,W. P. Carey Inc. -WPC
USA,TransCanada Corporation -TRP
USA,Teradata Corporation -TDC
USA,Rowan Companies plc -RDC
USA,Owens Corning -OC
USA,Manulife Financial Corporation -MFC
USA,CNOOC Limited -CEO
USA,Stone Energy Corporation -SGY
USA,Royal Caribbean Cruises Ltd. -RCL
USA,Enerplus Corporation -ERF
USA,"The Cooper Companies, Inc. -COO"
USA,Canadian Natural Resources Limited -CNQ
USA,"Terra Nitrogen Company, L.P. -TNH"
USA,China Petroleum & Chemical Corporation -SNP
USA,"Oaktree Capital Group, LLC -OAK"
USA,Masco Corporation -MAS
USA,Leucadia National Corporation -LUK
USA,"L3 Technologies, Inc. -LLL"
USA,IMAX Corporation -IMAX
USA,FMC Corporation -FMC
USA,"Donaldson Company, Inc. -DCI"
USA,Cameco Corporation -CCJ
USA,Targa Resources Corp. -TRGP
USA,The Progressive Corporation -PGR
USA,New Residential Investment Corp. -NRZ
USA,EQT Corporation -EQT
USA,The Chemours Company -CC
USA,Waters Corporation -WAT
USA,Thomson Reuters Corporation -TRI
USA,SCANA Corporation -SCG
USA,Pengrowth Energy Corporation -PGH
USA,Main Street Capital Corporation -MAIN
USA,"CVR Refining, LP -CVRR"
USA,Unisys Corporation -UIS
USA,Torchmark Corporation -TMK
USA,Swift Transportation Company -SWFT
USA,The J. M. Smucker Company -SJM
USA,Eldorado Gold Corporation -EGO
USA,Energen Corporation -EGN
USA,CMS Energy Corporation -CMS
USA,China Unicom (Hong Kong) Limited -CHU
USA,Wyndham Worldwide Corporation -WYN
USA,Ocwen Financial Corporation -OCN
USA,"MSC Industrial Direct Co., Inc. -MSM"
USA,Halcón Resources Corporation -HK
USA,Concho Resources Inc. -CXO
USA,Crane Co. -CR
USA,"CenterPoint Energy, Inc. -CNP"
USA,"Coeur Mining, Inc. -CDE"
USA,"CBRE Group, Inc. -CBG"
USA,CACI International Inc -CACI
USA,"Xinyuan Real Estate Co., Ltd. -XIN"
USA,Terra Tech Corp. -TRTC
USA,Sanchez Energy Corporation -SN
USA,Stifel Financial Corp. -SF
USA,Northwestern Corporation -NWE
USA,National Fuel Gas Company -NFG
USA,Modine Manufacturing Company -MOD
USA,Invesco Mortgage Capital Inc. -IVR
USA,Harris Corporation -HRS
USA,Harmony Gold Mining Company Limited -HMY
USA,Flowserve Corporation -FLS
USA,California Resources Corporation -CRC
USA,Chesapeake Utilities Corporation -CPK
USA,"Rockwell Collins, Inc. -COL"
USA,Celanese Corporation -CE
USA,Vectren Corporation -VVC
USA,TE Connectivity Ltd. -TEL
USA,SYNNEX Corporation -SNX
USA,SJW Group -SJW
USA,Mercury General Corporation -MCY
USA,"JinkoSolar Holding Co., Ltd. -JKS"
USA,HollyFrontier Corporation -HFC
USA,China Mobile Limited -CHL
USA,USG Corporation -USG
USA,Two Harbors Investment Corp. -TWO
USA,Terreno Realty Corporation -TRNO
USA,TimkenSteel Corporation -TMST
USA,Synovus Financial Corp. -SNV
USA,Oshkosh Corporation -OSK
USA,Olin Corporation -OLN
USA,NeoPhotonics Corporation -NPTN
USA,"The Manitowoc Company, Inc. -MTW"
USA,Materion Corporation -MTRN
USA,Kinross Gold Corporation -KGC
USA,IAMGOLD Corporation -IAG
USA,First Horizon National Corporation -FHN
USA,Eaton Vance Corp. -EV
USA,Encana Corporation -ECA
USA,Deckers Outdoor Corporation -DECK
USA,"Community Health Systems, Inc. -CYH"
USA,Centene Corporation -CNC
USA,Colfax Corporation -CFX
USA,Cambrex Corporation -CBM
USA,Teekay Corporation -TK
USA,The E. W. Scripps Company -SSP
USA,SM Energy Company -SM
USA,MGIC Investment Corporation -MTG
USA,The Macerich Company -MAC
USA,ION Geophysical Corporation -IO
USA,Entravision Communications Corporation -EVC
USA,"Comstock Resources, Inc. -CRK"
USA,Commercial Metals Company -CMC
USA,Coca-Cola European Partners plc -CCE
USA,Vonage Holdings Corp. -VG
USA,TELUS Corporation -TU
USA,The Madison Square Garden Company -MSG
USA,Markel Corporation -MKL
USA,"Level 3 Communications, Inc. -LVLT"
USA,Kansas City Southern -KSU
USA,Kilroy Realty Corporation -KRC
USA,Kimco Realty Corporation -KIM
USA,ITT Inc. -ITT
USA,HNI Corporation -HNI
USA,HealthSouth Corporation -HLS
USA,DDR Corp. -DDR
USA,Carnival plc -CUK
USA,"CNO Financial Group, Inc. -CNO"
USA,Crestwood Equity Partners LP -CEQP
USA,Corporate Office Properties Trust -OFC
USA,Macquarie Infrastructure Corporation -MIC
USA,CGI Group Inc. -GIB
USA,"Carriage Services, Inc. -CSV"
USA,Carlisle Companies Incorporated -CSL
USA,CARBO Ceramics Inc. -CRR
USA,Comerica Incorporated -CMA
USA,"Chico's FAS, Inc. -CHS"
USA,"Church & Dwight Co., Inc. -CHD"
USA,Triangle Capital Corporation -TCAP
USA,Regis Corporation -RGS
USA,Quantum Corporation -QTM
USA,Northwest Natural Gas Company -NWN
USA,LendingClub Corporation -LC
USA,"The Interpublic Group of Companies, Inc. -IPG"
USA,Getty Realty Corp. -GTY
USA,Endeavour Silver Corp. -EXK
USA,Esterline Technologies Corporation -ESL
USA,Callaway Golf Company -ELY
USA,Duke Realty Corporation -DRE
USA,Deltic Timber Corporation -DEL
USA,Callon Petroleum Company -CPE
USA,CoreSite Realty Corporation -COR
USA,"Cinemark Holdings, Inc. -CNK"
USA,"CoreLogic, Inc. -CLGX"
USA,Tredegar Corporation -TG
USA,"comScore, Inc. -SCOR"
USA,Service Corporation International -SCI
USA,Santander Consumer USA Holdings Inc. -SC
USA,PetroChina Company Limited -PTR
USA,Pinnacle West Capital Corporation -PNW
USA,OGE Energy Corp. -OGE
USA,Lear Corporation -LEA
USA,"Hercules Capital, Inc. -HTGC"
USA,Harsco Corporation -HSC
USA,Cubic Corporation -CUB
USA,"Compass Minerals International, Inc. -CMP"
USA,United States Cellular Corporation -USM
USA,Domtar Corporation -UFS
USA,Sensient Technologies Corporation -SXT
USA,Sonoco Products Company -SON
USA,Rexnord Corporation -RXN
USA,PAR Technology Corporation -PAR
USA,Eastman Kodak Company -KODK
USA,The St. Joe Company -JOE
USA,Jabil Inc. -JBL
USA,Inphi Corporation -IPHI
USA,H.B. Fuller Company -FUL
USA,Federal Home Loan Mortgage Corporation -FMCC
USA,El Paso Electric Company -EE
USA,"CYS Investments, Inc. -CYS"
USA,"CVR Energy, Inc. -CVI"
USA,Convergys Corporation -CVG
USA,Cooper Tire & Rubber Company -CTB
USA,"Carter's, Inc. -CRI"
USA,CRH plc -CRH
USA,"Copa Holdings, S.A. -CPA"
USA,"Choice Hotels International, Inc. -CHH"
USA,Visteon Corporation -VC
USA,Universal Corporation -UVV
USA,Unitil Corporation -UTL
USA,UniFirst Corporation -UNF
USA,Tutor Perini Corporation -TPC
USA,"Tanger Factory Outlet Centers, Inc. -SKT"
USA,Select Medical Holdings Corporation -SEM
USA,Piper Jaffray Companies -PJC
USA,"Navigant Consulting, Inc. -NCI"
USA,MagnaChip Semiconductor Corporation -MX
USA,Korea Electric Power Corporation -KEP
USA,W. R. Grace & Co. -GRA
USA,"FTI Consulting, Inc. -FCN"
USA,Deluxe Corporation -DLX
USA,Civeo Corporation -CVEO
USA,Cott Corporation -COT
USA,Mack-Cali Realty Corporation -CLI
USA,Chesapeake Lodging Trust -CHSP
USA,Chemed Corporation -CHE
USA,"Celadon Group, Inc. -CGI"
USA,Compañía Cervecerías Unidas S.A. -CCU
USA,"Crown Holdings, Inc. -CCK"
USA,Calgon Carbon Corporation -CCC
USA,Cabot Corporation -CBT
USA,"Calix, Inc. -CALX"
USA,Unit Corporation -UNT
USA,Triangle Petroleum Corporation -TPLM
USA,Terex Corporation -TEX
USA,The Scotts Miracle-Gro Company -SMG
USA,SemGroup Corporation -SEMG
USA,Rogers Communications Inc. -RCI
USA,NewMarket Corporation -NEU
USA,Lindsay Corporation -LNN
USA,CPFL Energia S.A. -CPL
USA,"Cohen & Steers, Inc. -CNS"
USA,Chatham Lodging Trust -CLDT
USA,Cloud Peak Energy Inc. -CLD
USA,CGG -CGG
USA,"Cannabis Science, Inc. -CBIS"
USA,Westlake Chemical Corporation -WLK
USA,Marriott Vacations Worldwide Corporation -VAC
USA,UGI Corporation -UGI
USA,"CVR Partners, LP -UAN"
USA,The Toro Company -TTC
USA,"Sun Communities, Inc. -SUI"
USA,"Simpson Manufacturing Co., Inc. -SSD"
USA,Sparton Corporation -SPA
USA,Companhia Siderúrgica Nacional -SID
USA,Regional Management Corp. -RM
USA,Regency Centers Corporation -REG
USA,Nevro Corp. -NVRO
USA,Meritage Homes Corporation -MTH
USA,"LG Display Co., Ltd. -LPL"
USA,Graham Corporation -GHM
USA,"Greenhill & Co., Inc. -GHL"
USA,Crescent Point Energy Corp. -CPG
USA,"Chegg, Inc. -CHGG"
USA,"CAI International, Inc. -CAI"
USA,"Vocera Communications, Inc. -VCRA"
USA,Sociedad Química y Minera de Chile S.A. -SQM
USA,SL Green Realty Corp. -SLG
USA,"SK Telecom Co., Ltd. -SKM"
USA,Shaw Communications Inc. -SJR
USA,Stepan Company -SCL
USA,Resource Capital Corp. -RSO
USA,Old Republic International Corporation -ORI
USA,New Jersey Resources Corporation -NJR
USA,The McClatchy Company -MNI
USA,China Life Insurance Company Limited -LFC
USA,Knowles Corporation -KN
USA,World Fuel Services Corporation -INT
USA,Horace Mann Educators Corporation -HMN
USA,The Gorman-Rupp Company -GRC
USA,EP Energy Corporation -EPE
USA,Cosan Limited -CZZ
USA,China Yuchai International Limited -CYD
USA,California Water Service Group -CWT
USA,Curtiss-Wright Corporation -CW
USA,Covanta Holding Corporation -CVA
USA,"Clean Harbors, Inc. -CLH"
USA,Cellcom Israel Ltd. -CEL
USA,"CBIZ, Inc. -CBZ"
USA,Canon Inc. -CAJ
USA,CAE Inc. -CAE
USA,Webster Financial Corporation -WBS
USA,Tennant Company -TNC
USA,The Timken Company -TKR
USA,RLI Corp. -RLI
USA,Realogy Holdings Corp. -RLGY
USA,Resolute Energy Corporation -REN
USA,Pembina Pipeline Corporation -PBA
USA,Platform Specialty Products Corporation -PAH
USA,"On Deck Capital, Inc. -ONDK"
USA,Ladder Capital Corp -LADR
USA,IDEX Corporation -IEX
USA,IDT Corporation -IDT
USA,Griffon Corporation -GFF
USA,Ferro Corporation -FOE
USA,"Comfort Systems USA, Inc. -FIX"
USA,Fair Isaac Corporation -FICO
USA,Dana Incorporated -DAN
USA,Cross Timbers Royalty Trust -CRT
USA,Carpenter Technology Corporation -CRS
USA,"Charles River Laboratories International, Inc. -CRL"
USA,"Civitas Solutions, Inc. -CIVI"
USA,CIT Group Inc. -CIT
USA,"Cobalt International Energy, Inc. -CIE"
USA,Chesapeake Granite Wash Trust -CHKR
USA,Westlake Chemical Partners LP -WLKP
USA,Veritiv Corporation -VRTV
USA,Red Lion Hotels Corporation -RLH
USA,Park Electrochemical Corp. -PKE
USA,Parker Drilling Company -PKD
USA,Och-Ziff Capital Management Group LLC -OZM
USA,"ClubCorp Holdings, Inc. -MYCC"
USA,Matador Resources Company -MTDR
USA,Kaman Corporation -KAMN
USA,ORIX Corporation -IX
USA,Independence Holding Company -IHC
USA,Green Dot Corporation -GDOT
USA,Federal Signal Corporation -FSS
USA,F.N.B. Corporation -FNB
USA,ChannelAdvisor Corporation -ECOM
USA,Cenovus Energy Inc. -CVE
USA,"Castlight Health, Inc. -CSLT"
USA,Camden Property Trust -CPT
USA,Central Pacific Financial Corp. -CPF
USA,"Cedar Realty Trust, Inc. -CDR"
USA,CDI Corp. -CDI
USA,Wabash National Corporation -WNC
USA,Vince Holding Corp. -VNCE
USA,TetraLogic Pharmaceuticals Corporation -TLOG
USA,Stewart Information Services Corporation -STC
USA,"Shinhan Financial Group Co., Ltd. -SHG"
USA,ProAssurance Corporation -PRA
USA,PHH Corporation -PHH
USA,"Maui Land & Pineapple Company, Inc. -MLP"
USA,The Marcus Corporation -MCS
USA,Louisiana-Pacific Corporation -LPX
USA,Lime Energy Co. -LIME
USA,Invacare Corporation -IVC
USA,Hexcel Corporation -HXL
USA,The Howard Hughes Corporation -HHC
USA,HEICO Corporation -HEI
USA,Franco-Nevada Corporation -FNV
USA,"Fomento Económico Mexicano, S.A.B. de C.V. -FMX"
USA,First Commonwealth Financial Corporation -FCF
USA,eHi Car Services Limited -EHIC
USA,DiamondRock Hospitality Company -DRH
